Classe,Relacao,Classe,Identificador
train,stopped on,track,9428072257
train,on top of,track,9428072257
train,parked on,track,9428072257
train,stationary on,track,9428072257
train,next to,grass,9428072257
train,on,tracks,9428072257
train,parked ont,tracks,9428072257
track,beneatht,train,9428072257
train,behind,train,9428072257
train,next to,grass,9428072257
train,has,bumper,9428072257
pole,next to,tracks,9428072257
tracks,beneath,train,9428072257
tracks,below,train,9428072257
keyboard,on,stand,2214032574
keyboard,beside,chair,2214032574
keyboard,to the left of,chair,2214032574
keys,on,keyboard,2214032574
chair,next to,keyboard,2214032574
chair,next to,keyboard,2214032574
laptop,on,desk,2214032574
laptop,to the left of,drumpads,2214032574
laptop,next to,keyboard,2214032574
keyboard,has,keys,2214032574
keyboard,next to,reel tape recorder,2214032574
mic stand,in front of,keyboard,2214032574
mic stand,beside,chair,2214032574
boom stand,holds,microphone,2214032574
drumpad,on,desk,2214032574
keyboard keys,next to,cup,2214032574
power strip,on,floor,2214032574
lights,on,strings,2214032574
cup,on,desk,2214032574
cup,next to,drumpad,2214032574
electronic equipment,on,shelves,2214032574
electronic equipment,is on,shelves,2214032574
electronic equipment,is above,desk,2214032574
shelves,above,desk,2214032574
reels,on,reel tape recorder,2214032574
raggety ann,is on,the chair,311802141
raggety ann,has,hair,311802141
raggety ann,has,pooh bear,311802141
the chair,is above,the floor,311802141
pooh bear,next to,raggety ann,311802141
pooh bear,has,nose,311802141
dishes,are on,the shelf,311802141
the floor,is under,pooh bear,311802141
the floor,is under,raggety ann,311802141
the floor,is under,the shelf,311802141
ears,on,pooh bear,311802141
cup,in,bowl,311802141
cup,above,bowl,311802141
cup,behind,raggety ann,311802141
bowl,in,bowl,311802141
bowl,on,table,311802141
table,behind,raggety ann,311802141
doll,has,wig,311802141
rope light,next to,shelf,311802141
blinds,behind,raggety ann,311802141
bear,behind,cup,311802141
window,in front of,bear,311802141
writing,on,window,311802141
box,under,the chair,311802141
sign,on,pole,4266974685
sign,has,point,4266974685
sign,near,pole,4266974685
sign,below,sky,4266974685
pole,near,sign,4266974685
pole,below,sky,4266974685
statue,on,pole,4266974685
jacket,near,woman,4266974685
bike,on,street,4266974685
car,on,street,4266974685
woman,on,street,4266974685
woman,near,jacket,4266974685
woman,below,sky,4266974685
window,on,building,4266974685
window,below,sky,4266974685
building,behind,pole,4266974685
building,has,window,4266974685
building,behind,street light,4266974685
building,beneath,sky,4266974685
street light,on,pole,4266974685
street light,besides,sign,4266974685
sky,above,jacket,4266974685
sky,above,woman,4266974685
canopy,besides,building,4266974685
canopy,near,building,4266974685
man,behind,table,5210124743
man,has,shirt,5210124743
man,wearing,shirt,5210124743
man,next to,table,5210124743
glasses,on,table,5210124743
woman,behind,man,5210124743
woman,has,rings,5210124743
woman,behind,table,5210124743
woman,next to,table,5210124743
glasses,on,table,5210124743
bottle,on,table,5210124743
bottle,near,glasses,5210124743
bottle,right of,wineglass,5210124743
bottle,right of,champagne glass,5210124743
bottle,on,table,5210124743
wineglass,has,wine,5210124743
wineglass,in front of,shirt,5210124743
wineglass,on,table,5210124743
wineglass,behind,bowl,5210124743
wine,in front of,shirt,5210124743
champagne glass,has,champagne,5210124743
champagne glass,in front of,wineglass,5210124743
champagne glass,left of,wineglass,5210124743
champagne glass,in front of,shirt,5210124743
champagne glass,on,table,5210124743
champagne,in front of,shirt,5210124743
bowl,on,table,5210124743
tennis player,is on,court,1281464762
tennis player,has,tennis racket,1281464762
tennis racket,is under,ball,1281464762
ball,is above,court,1281464762
ball,is near,court,1281464762
chair,is in front of,barrier,1281464762
barrier,is behind,chair,1281464762
box,is under,chair,1281464762
box,is in front of,barrier,1281464762
box,is around,chair,1281464762
advertising,is on,barrier,1281464762
assistant,is left of,net,1281464762
net,is above,court,1281464762
advertising 2,is right of,assistant,1281464762
logo,is right of,advertising 2,1281464762
logo,is on,net,1281464762
man,holding,racket,1281464762
man,wearing,armband,1281464762
man,wearing,shirt,1281464762
man,wearing,shoes,1281464762
man,is wearing,armband,1281464762
man,is wearing,shoes,1281464762
man,is near,court,1281464762
racket,has,handle,1281464762
van,on,street,8154755141
man,on,motorcycle,8154755141
man,has,helmet,8154755141
man,has,shirt,8154755141
motorcycle,next to,van,8154755141
motorcycle,on,street,8154755141
tuktuk,next to,van,8154755141
tuktuk,next to,motorcycle,8154755141
tuktuk,on,street,8154755141
lamppost,over,street,8154755141
lamppost,against,sky,8154755141
lamppost,above,van,8154755141
tree,by,street,8154755141
sky,over,van,8154755141
wires,against,sky,8154755141
wires,over,street,8154755141
wires,above,street,8154755141
sign,next to,street,8154755141
sign,ahead of,lamppost,8154755141
van,in front of,tree,8154755141
van,next to,sign,8154755141
van,in front of,lamppost,8154755141
van,next to,man,8154755141
man,under,sign,8154755141
man,in front of,tree,8154755141
man,in front of,lamppost,8154755141
truck,on,street,4150504250
streetcar,on,street,4150504250
streetcar,in front of,car,4150504250
streetcar,beside,building,4150504250
bus,on,street,4150504250
bus,in front of,streetcar,4150504250
bus,near,bus,4150504250
bus,under,houses,4150504250
bus,near,stop sign,4150504250
car,on,street,4150504250
car,near,bus,4150504250
bicyclist,on,street,4150504250
bicyclist,behind,bus,4150504250
stop sign,in front of,truck,4150504250
crossing guard,crossing,street,4150504250
crossing guard,holding,sign,4150504250
building,behind,streetcar,4150504250
building,beside,streetcar,4150504250
window,on,houses,4150504250
houses,on,street,4150504250
person,near,bus,4150504250
box,on,bench,8550739913
ground,under,box,8550739913
ground,under,bench,8550739913
grandma,has,purse,8550739913
grandma,next to,box,8550739913
grandma,in a,jacket,8550739913
grandma,in a,scarf,8550739913
grandma,in,shoes,8550739913
grandma,in front of,window,8550739913
tree,above,ground,8550739913
tree,next to,bench,8550739913
tree,next to,box,8550739913
sign,behind,window,8550739913
sign,has,letters,8550739913
man,wearing,jacket,8550739913
man,has,hair,8550739913
man,wearing,pants,8550739913
man,wearing,sneakers,8550739913
sign,near,man,8550739913
bag,near,man,8550739913
picture,in,window,8550739913
sign,in,window,8550739913
grates,beside,tree,8550739913
sign,has,letters,2626182987
sign,above,road,2626182987
sign,has,arrows,2626182987
sign,has,text,2626182987
sign,has,pictures,2626182987
car,on,road,2626182987
sign,on,road,2626182987
sky,above,car,2626182987
sky,above,road,2626182987
arrows,on,sign,2626182987
text,on,sign,2626182987
pictures,on,sign,2626182987
pictures,have,numbers,2626182987
numbers,on,sign,2626182987
directions,on,sign,2626182987
post,next to,pole,2626182987
man,in front of,person,3721780236
man,wearing,jacket,3721780236
man,holding,purse,3721780236
man,standing next to,building,3721780236
man,carrying,bag,3721780236
person,behind,man,3721780236
jacket,beneath,bag,3721780236
door,has,handle,3721780236
handle,on,door,3721780236
boy,carrying,bag,3721780236
boy,wearing,jacket,3721780236
boy,wearing,glasses,3721780236
boy,has,hair,3721780236
bag,has,strap,3721780236
building,next to,man,3721780236
boy,is wearing,glasses,8966562156
boy,is above,vegetable,8966562156
boy,holding,chopsticks,8966562156
kid,has,glasses,8966562156
boy,is wearing,shirt,8966562156
boy,is holding,chopsticks,8966562156
glasses,are on,boy,8966562156
glasses,are above,vegetable,8966562156
glasses,on,boy,8966562156
vegetable,is below,boy,8966562156
vegetable,is below,glasses,8966562156
vegetable,is on a,plate,8966562156
plate,is below,vegetable,8966562156
plate,is below,boy,8966562156
plate,is below,glasses,8966562156
chopsticks,in,hand,8966562156
chopsticks,are in,hand,8966562156
vegetable,on,plate,8966562156
cup,by,plate,8966562156
table,is under,plate,8966562156
chopsticks,are on,plate,8966562156
bowl,is on,table,8966562156
dumplings,are in,steamer,8966562156
boy,on,bench,6045928403
boy,wears,shirt,6045928403
boy,in front of,vegetables,6045928403
boy,holding,carrots,6045928403
boy,wears,pants,6045928403
boy,wears,glasses,6045928403
boy,wearing,glasses,6045928403
boy,has,hair,6045928403
boy,has,carrots,6045928403
boy,holds,carrots,6045928403
bench,on,ground,6045928403
bench,has,vegetables,6045928403
vegetables,on,bench,6045928403
vegetables,behind,boy,6045928403
carrots,held by,boy,6045928403
carrots,in front of,boy,6045928403
carrots,with,boy,6045928403
glasses,on,boy,6045928403
hair,on,boy,6045928403
boy2,looking at,plants,6045928403
boy2,touching,cucumber,6045928403
boy2,next to,cucumber,6045928403
woman,looking at,boy2,6045928403
cucumber,on,bench,6045928403
cucumber,next to,boy,6045928403
woman,wearing,jersey,2242034214
woman,by,table,2242034214
woman,has,glasses,2242034214
woman,has,hair,2242034214
woman,beside,man,2242034214
man,wearing,jersey,2242034214
man,embracing,woman,2242034214
man,by,woman,2242034214
man,by,table,2242034214
man,has,goatee,2242034214
man,has,hair,2242034214
table,has,pizza,2242034214
table,under,pizza,2242034214
table,beneath,pizza,2242034214
table,below,pizza,2242034214
table,under,rack,2242034214
table,below,rack,2242034214
table,beneath,rack,2242034214
pizza,over,table,2242034214
pizza,on,rack,2242034214
wings,on,tray,2242034214
tray,on,table,2242034214
rack,over,table,2242034214
pants,on,man,2242034214
plate,on,table,2242034214
woman,is wearing,hat,405314222
woman,has,shirt,405314222
woman,under,bananas,405314222
fan,is near,melon,405314222
tarp,is near,fan,405314222
bananas,are above,woman,405314222
bananas,over,woman 3,405314222
cord,is behind,fan,405314222
cord,is behind,tarp,405314222
woman,behind,melon,405314222
woman,has,shirt,405314222
woman,has,hair,405314222
baskets,above,woman,405314222
woman 3,looks at,woman,405314222
woman 3,has,hair,405314222
bananas,in front of,baskets,405314222
bananas,over,woman,405314222
bananas,above,woman,405314222
bananas,above,woman 3,405314222
bananas,above,melon,405314222
bananas,above,shirt,405314222
bananas,above,shirt,405314222
umbrella,on,pole,489058514
umbrella,above,flowers,489058514
umbrella,under,sky,489058514
pole,under,umbrella,489058514
roof,behind,umbrella,489058514
roof,behind,tree,489058514
stripes,on,umbrella,489058514
tree,in front of,building,489058514
tree,in front of,roof,489058514
leaves,next to,umbrella,489058514
leaves,are on,bark,489058514
leaves,in front of,flag,489058514
leaves,on,tree,489058514
sky,above,umbrella,489058514
sky,over,umbrella,489058514
rocks,on,ground,489058514
flag,connected to,poles,489058514
flag,beside,umbrella,489058514
fence,beside,flowers,489058514
statue,in front of,tree,489058514
statue,in front of,building,489058514
statue,behind,umbrella,489058514
shrub,beside,statue,489058514
flowers,in,planter,489058514
shrub,next to,rocks,489058514
tree,has,trunk,489058514
train,has,window,8681487404
train,on,rails,8681487404
train,above,rails,8681487404
train,over,rails,8681487404
letter,on,train,8681487404
numbers,on,train,8681487404
label,on,train,8681487404
window,above,label,8681487404
window,to the left of,letter,8681487404
man,inside,train,8681487404
man,to the right of,window,8681487404
man,above,numbers,8681487404
man,behind,window,8681487404
sign,beside,sign,8681487404
sign,beside,rails,8681487404
bench,behind,train,8681487404
bench,over,platform,8681487404
camera,on,pole,8681487404
camera,above,platform,8681487404
camera,over,platform,8681487404
grass,behind,platform,8681487404
tree,behind,grass,8681487404
tree,behind,platform,8681487404
wall,beside,tree,8681487404
wall,behind,grass,8681487404
wall,behind,train,8681487404
girl,in,stroller,6343984716
girl,has,hair,6343984716
stroller,on,floor,6343984716
stroller,has,girl,6343984716
stroller,has,bananas,6343984716
stroller,has,bags,6343984716
stroller,has,canopy,6343984716
stroller,has,handle,6343984716
stroller,has,bar,6343984716
bananas,in,stroller,6343984716
bananas,in,bags,6343984716
bananas,on,girl,6343984716
bags,in,stroller,6343984716
file cabinet,next to,stroller,6343984716
floor,under,stroller,6343984716
floor,beneath,stroller,6343984716
floor,below,stroller,6343984716
blanket,on,girl,6343984716
blanket,has,heart,6343984716
blanket,has,elephant,6343984716
jacket,on,handle,6343984716
bus,on,road,9271453266
bus,has,driver,9271453266
bus,near,pole,9271453266
bus,moving near,car,9271453266
car,next to,bus,9271453266
car,on,road,9271453266
license plate,on,bus,9271453266
tree,next to,car,9271453266
tree,beside,building,9271453266
tires,on,car,9271453266
headlights,on,bus,9271453266
car,behind,bus,9271453266
lamp,on,pole,9271453266
lamp,above,bus,9271453266
lamp,attached to,pole,9271453266
pole,has,lamp,9271453266
people,in,bus,9271453266
wipers,on,bus,9271453266
numbers,on,building,9271453266
letters,on,bus,9271453266
bus,in,street,9315607126
letters,on,street,9315607126
letters,behind,bus,9315607126
fence,next to,bus,9315607126
traffic lights,behind,fence,9315607126
woman,next to,traffic lights,9315607126
license plate,on,bus,9315607126
windshield,on,bus,9315607126
windshield,above,license plate,9315607126
door,on,bus,9315607126
sign,on,bus,9315607126
writing,on,sign,9315607126
number,on,sign,9315607126
window,on,bus,9315607126
window,above,door,9315607126
sign,on,bus,9315607126
writing,on,bus,9315607126
car,behind,fence,9315607126
tire,on,car,9315607126
building,behind,car,9315607126
window,on,building,9315607126
window,above,car,9315607126
writing,on,bus,9315607126
car,behind,fence,9315607126
tire,on,car,9315607126
